order,user_id,movie_id,recommend
246,u02524,m0145,
247,u02526,m0162,
248,u02559,m0709,
249,u02576,m0511,
250,u02601,m0038,
251,u02603,m0119,
252,u02605,m0366,
253,u02613,m0625,
254,u02614,m0421,
255,u02621,m0048,
256,u02622,m0329,
257,u02666,m0261,
258,u02672,m1093,
259,u02681,m1037,
260,u02696,m0820,
261,u02703,m0564,
262,u02706,m1133,
263,u02716,m0569,
264,u02731,m0553,
265,u02768,m0486,
266,u02781,m0112,
267,u02801,m0333,
268,u02802,m0684,
269,u02808,m0690,
270,u02832,m0165,
271,u02846,m0142,
272,u02847,m0742,
273,u02849,m0329,
274,u02853,m1048,
275,u02857,m0944,
276,u02878,m0344,
277,u02903,m0561,
278,u02912,m0652,
279,u02927,m0067,
280,u02934,m0808,
281,u02935,m0517,
282,u02961,m0477,
283,u02965,m1131,
284,u02971,m0787,
285,u02972,m0998,
286,u02977,m1025,
287,u02979,m0662,
288,u02985,m0807,
289,u03031,m0378,
290,u03049,m0390,
291,u03066,m0945,
292,u03071,m1010,
293,u03079,m0972,
294,u03090,m1123,
295,u03101,m0844,
296,u03137,m0054,
297,u03139,m0212,
298,u03153,m0440,
299,u03155,m0544,
300,u03160,m0738,
301,u03180,m0045,
302,u03208,m0182,
303,u03209,m0690,
304,u03215,m0054,
305,u03227,m0976,
306,u03238,m0146,
307,u03249,m0270,
308,u03251,m0899,
309,u03254,m0484,
310,u03273,m0719,
311,u03303,m0168,
312,u03318,m1024,
313,u03324,m0515,
314,u03333,m1077,
315,u03371,m0463,
316,u03388,m0895,
317,u03397,m0268,
318,u03402,m0145,
319,u03404,m0429,
320,u03416,m0471,
321,u03420,m0826,
322,u03421,m1132,
323,u03437,m0409,
324,u03443,m0806,
325,u03453,m0054,
326,u03464,m0726,
327,u03469,m0887,
328,u03471,m0273,
329,u03490,m0486,
330,u03517,m0876,
331,u03523,m0074,
332,u03527,m0921,
333,u03542,m0835,
334,u03556,m0719,
335,u03563,m0440,
336,u03579,m0398,
337,u03588,m0360,
338,u03596,m0207,
339,u03614,m0684,
340,u03639,m0031,
341,u03650,m0120,
342,u03652,m0922,
343,u03681,m0081,
344,u03685,m0559,
345,u03693,m0571,
346,u03700,m0511,
347,u03702,m0799,
348,u03705,m0140,
349,u03709,m0808,
350,u03725,m0972,
351,u03738,m0274,
352,u03749,m1137,
353,u03750,m0425,
354,u03779,m0221,
355,u03781,m0493,
356,u03787,m0784,
357,u03793,m0924,
358,u03815,m0259,
359,u03832,m0377,
360,u03854,m0321,
361,u03857,m0468,
362,u03859,m0726,
363,u03862,m0710,
364,u03867,m0492,
365,u03885,m0124,
366,u03915,m0555,
367,u03921,m0999,
368,u03923,m1107,
369,u03935,m1109,
370,u03963,m0635,
371,u03967,m0565,
372,u03968,m0748,
373,u03973,m0992,
374,u03982,m0718,
375,u03984,m0407,
376,u03991,m0050,
377,u04014,m0331,
378,u04032,m0205,
379,u04040,m1036,
380,u04041,m0551,
381,u04042,m0864,
382,u04070,m0124,
383,u04102,m0393,
384,u04116,m0527,
385,u04120,m0557,
386,u04149,m0053,
387,u04160,m0615,
388,u04167,m0664,
389,u04178,m1085,
390,u04194,m0917,
391,u04213,m0419,
392,u04227,m0809,
393,u04249,m0314,
394,u04258,m0886,
395,u04261,m1034,
396,u04281,m0866,
397,u04286,m0269,
398,u04288,m0769,
399,u04303,m0263,
400,u04308,m0296,
401,u04334,m0729,
402,u04335,m0665,
403,u04343,m0415,
404,u04348,m0487,
405,u04350,m0328,
406,u04351,m0748,
407,u04364,m0771,
408,u04366,m0520,
409,u04368,m0222,
410,u04401,m0373,
411,u04404,m0529,
412,u04409,m0766,
413,u04416,m0780,
414,u04417,m0311,
415,u04424,m0884,
416,u04452,m0195,
417,u04455,m0557,
418,u04458,m0344,
419,u04462,m0914,
420,u04464,m0123,
421,u04478,m0079,
422,u04481,m1013,
423,u04486,m0470,
424,u04487,m0263,
425,u04491,m0088,
426,u04504,m0442,
427,u04517,m0090,
428,u04518,m0125,
429,u04520,m0236,
430,u04561,m0659,
431,u04583,m0082,
432,u04595,m0004,
433,u04607,m1140,
434,u04626,m0547,
435,u04651,m0526,
436,u04663,m0187,
437,u04699,m0271,
438,u04704,m0200,
439,u04708,m0329,
440,u04718,m0160,
441,u04739,m0242,
442,u04741,m0934,
443,u04773,m0409,
444,u04795,m0031,
445,u04803,m0412,
446,u04805,m0566,
447,u04826,m0634,
448,u04860,m0449,
449,u04877,m0169,
450,u04880,m0529,
451,u04887,m0967,
452,u04888,m0451,
453,u04896,m1110,
454,u04897,m0482,
455,u04927,m0652,
456,u04944,m0978,
457,u04962,m0898,
458,u04968,m0350,
459,u04971,m0083,
460,u04983,m0070,
461,u04984,m0415,
462,u04990,m0038,
463,u04992,m1017,
464,u04997,m0266,
465,u05005,m0460,
466,u05006,m0271,
467,u05016,m0848,
468,u05022,m0977,
469,u05038,m0721,
470,u05043,m0756,
471,u05067,m1130,
472,u05072,m0048,
473,u05075,m0920,
474,u05077,m0489,
475,u05083,m0510,
476,u05092,m0877,
477,u05110,m0100,
478,u05119,m0978,
479,u05127,m0391,
480,u05131,m0245,
481,u05134,m0001,
482,u05137,m0124,
483,u05141,m0068,
484,u05146,m0556,
485,u05150,m0030,
486,u05158,m0659,
487,u05161,m0770,
488,u05162,m0915,
489,u05166,m0407,
490,u05170,m0212,
491,u05179,m1092,
492,u05195,m0729,
493,u05201,m0696,
494,u05204,m0061,
495,u05218,m0049,
496,u05220,m0410,
497,u05230,m0091,
498,u05244,m0323,
499,u05248,m0129,
500,u05273,m0790,
501,u05285,m0676,
502,u05324,m0344,
503,u05328,m0453,
504,u05331,m0451,
505,u05349,m0530,
506,u05365,m0059,
507,u05408,m0549,
508,u05426,m0123,
509,u05430,m0079,
510,u05442,m0974,
511,u05449,m0330,
512,u05454,m0830,
513,u05456,m0475,
514,u05459,m0290,
515,u05484,m0910,
516,u05503,m0040,
517,u05507,m0793,
518,u05548,m0820,
519,u05553,m0990,
520,u05559,m1038,
521,u05560,m0952,
522,u05575,m1000,
523,u05592,m1066,
524,u05596,m0787,
525,u05599,m0939,
526,u05609,m0035,
527,u05655,m0644,
528,u05660,m0033,
529,u05663,m0078,
530,u05684,m0940,
531,u05691,m0272,
532,u05692,m0482,
533,u05704,m0024,
534,u05725,m0055,
535,u05739,m0330,
536,u05744,m0352,
537,u05767,m0709,
538,u05769,m0024,
539,u05776,m0286,
540,u05777,m0030,
541,u05778,m0069,
542,u05815,m0346,
543,u05818,m0425,
544,u05823,m0670,
545,u05827,m0534,
546,u05838,m0378,
547,u05839,m0388,
548,u05841,m0999,
549,u05847,m0149,
550,u05852,m0033,
551,u05861,m0168,
552,u05864,m0566,
553,u05872,m0936,
554,u05873,m0688,
555,u05885,m0846,
556,u05891,m0963,
557,u05901,m0225,
558,u05919,m0073,
559,u05925,m0297,
560,u05949,m0250,
561,u05965,m0955,
562,u05972,m0527,
563,u05988,m0408,
564,u06005,m0748,
565,u06022,m0554,
566,u06036,m1092,
567,u06039,m0722,
568,u06040,m0490,
569,u06045,m0068,
570,u06054,m1051,
571,u06057,m0890,
572,u06061,m1051,
573,u06079,m0330,
574,u06087,m0067,
575,u06094,m0579,
576,u06103,m0004,
577,u06107,m0945,
578,u06110,m0215,
579,u06111,m1047,
580,u06126,m0572,
581,u06139,m0465,
582,u06142,m1050,
583,u06162,m0629,
584,u06169,m1064,
585,u06175,m0804,
586,u06182,m0208,
587,u06191,m0703,
588,u06194,m0303,
589,u06213,m0020,
590,u06244,m0345,
591,u06252,m0905,
592,u06273,m0134,
593,u06283,m0356,
594,u06296,m0015,
595,u06306,m0228,
596,u06308,m0884,
597,u06313,m0421,
598,u06320,m0307,
599,u06336,m0890,
600,u06338,m1096,
601,u06355,m0947,
602,u06378,m0616,
603,u06381,m0429,
604,u06390,m0333,
605,u06421,m0628,
606,u06445,m1090,
607,u06468,m0349,
608,u06469,m0457,
609,u06472,m1022,
610,u06476,m0464,
611,u06480,m0498,
612,u06483,m0921,
613,u06485,m0576,
614,u06499,m0603,
615,u06501,m0553,
616,u06505,m1038,
617,u06518,m0305,
618,u06524,m0780,
619,u06563,m1088,
620,u06589,m0358,
621,u06616,m0976,
622,u06618,m0369,
623,u06629,m0346,
624,u06630,m0713,
625,u06633,m0347,
626,u06666,m0348,
627,u06685,m0440,
628,u06691,m0051,
629,u06696,m1136,
630,u06697,m0840,
631,u06705,m0305,
632,u06708,m0600,
633,u06739,m0490,
634,u06743,m0887,
635,u06746,m0087,
636,u06751,m0045,
637,u06762,m0840,
638,u06773,m0145,
639,u06802,m0073,
640,u06812,m0464,
641,u06833,m0294,
642,u06900,m0527,
643,u06902,m0397,
644,u06927,m0264,
645,u06928,m0431,
646,u06934,m0125,
647,u06959,m0731,
648,u06961,m0801,
649,u07002,m0847,
650,u07013,m0598,
651,u07015,m0029,
652,u07020,m0975,
653,u07025,m0035,
654,u07029,m0269,
655,u07033,m0155,
656,u07035,m0683,
657,u07062,m0662,
658,u07067,m0073,
659,u07068,m0589,
660,u07074,m0076,
661,u07075,m0381,
662,u07077,m0334,
663,u07085,m0359,
664,u07091,m0447,
665,u07095,m0457,
666,u07126,m1057,
667,u07128,m0712,
668,u07130,m0750,
669,u07135,m0068,
670,u07158,m0840,
671,u07162,m1025,
672,u07169,m0707,
673,u07187,m0863,
674,u07228,m0305,
675,u07229,m0539,
676,u07230,m0355,
677,u07232,m0705,
678,u07239,m0009,
679,u07259,m0930,
680,u07263,m0078,
681,u07282,m0198,
682,u07287,m0963,
683,u07296,m0026,
684,u07300,m0457,
685,u07342,m0571,
686,u07343,m0308,
687,u07358,m0846,
688,u07371,m0609,
689,u07379,m0508,
690,u07392,m0961,
691,u07393,m0551,
692,u07403,m0243,
693,u07411,m1126,
694,u07414,m0990,
695,u07435,m1103,
696,u07451,m0419,
697,u07454,m0803,
698,u07471,m0586,
699,u07473,m0681,
700,u07476,m0182,
701,u07478,m0750,
702,u07486,m0616,
703,u07488,m1039,
704,u07522,m0967,
705,u07534,m0197,
706,u07536,m0365,
707,u07548,m0125,
708,u07552,m0409,
709,u07553,m0279,
710,u07579,m0087,
711,u07603,m0348,
712,u07607,m1042,
713,u07613,m0395,
714,u07618,m0153,
715,u07619,m0643,
716,u07620,m0584,
717,u07634,m0734,
718,u07637,m0394,
719,u07652,m0633,
720,u07668,m0773,
721,u07674,m0215,
722,u07688,m0120,
723,u07709,m0100,
724,u07711,m0261,
725,u07722,m0983,
726,u07736,m0501,
727,u07755,m1008,
728,u07788,m0617,
729,u07819,m0423,
730,u07820,m1010,
731,u07826,m1064,
732,u07827,m0390,
733,u07845,m0301,
734,u07846,m0294,
735,u07869,m1113,
736,u07873,m0077,
737,u07878,m1096,
738,u07884,m0528,
739,u07902,m0145,
740,u07903,m0464,
741,u07911,m0997,
742,u07912,m0119,
743,u07915,m0629,
744,u07916,m0810,
745,u07920,m0866,
746,u07934,m0367,
747,u07941,m0614,
748,u07947,m0517,
749,u07957,m0748,
750,u07969,m0962,
751,u07975,m1112,
752,u07982,m0615,
753,u08002,m0828,
754,u08003,m0431,
755,u08004,m0472,
756,u08012,m0546,
757,u08016,m0423,
758,u08028,m0417,
759,u08036,m0243,
760,u08057,m0534,
761,u08059,m0317,
762,u08064,m0261,
763,u08071,m0516,
764,u08076,m0261,
765,u08077,m0330,
766,u08096,m1107,
767,u08098,m0265,
768,u08119,m0963,
769,u08131,m1047,
770,u08141,m0485,
771,u08143,m0810,
772,u08161,m0384,
773,u08170,m0314,
774,u08174,m0217,
775,u08185,m0025,
776,u08208,m0611,
777,u08218,m0195,
778,u08227,m0362,
779,u08233,m0780,
780,u08237,m0061,
781,u08238,m0156,
782,u08245,m0124,
783,u08252,m0050,
784,u08254,m0303,
785,u08265,m0628,
786,u08268,m0601,
787,u08288,m0164,
788,u08290,m0297,
789,u08299,m0434,
790,u08305,m0070,
791,u08310,m0333,
792,u08328,m0780,
793,u08336,m1057,
794,u08361,m0352,
795,u08364,m0963,
796,u08386,m0573,
797,u08396,m0334,
798,u08404,m0155,
799,u08423,m0314,
800,u08432,m0464,
801,u08442,m0258,
802,u08445,m0228,
803,u08467,m0322,
804,u08472,m0326,
805,u08475,m0358,
806,u08500,m1048,
807,u08514,m0374,
808,u08516,m1076,
809,u08526,m0210,
810,u08528,m0464,
811,u08535,m0638,
812,u08540,m0215,
813,u08573,m0665,
814,u08587,m0659,
815,u08610,m0083,
816,u08612,m0799,
817,u08616,m1009,
818,u08618,m0686,
819,u08622,m1099,
820,u08642,m0713,
821,u08648,m0431,
822,u08651,m0492,
823,u08663,m0693,
824,u08669,m0062,
825,u08670,m1074,
826,u08674,m0523,
827,u08683,m1039,
828,u08717,m0217,
829,u08721,m0628,
830,u08730,m0509,
831,u08749,m1115,
832,u08758,m0028,
833,u08768,m0243,
834,u08783,m0082,
835,u08798,m0255,
836,u08804,m0619,
837,u08809,m0317,
838,u08815,m0319,
839,u08819,m1119,
840,u08820,m1045,
841,u08822,m0335,
842,u08825,m0589,
843,u08845,m0878,
844,u08847,m0621,
845,u08871,m0576,
846,u08879,m0359,
847,u08895,m0595,
848,u08902,m0034,
849,u08908,m0347,
850,u08911,m0600,
851,u08916,m0451,
852,u08920,m0600,
853,u08967,m0496,
854,u08972,m1033,
855,u08994,m1017,
856,u08999,m0513,
857,u09018,m0114,
858,u09022,m0330,
859,u09031,m0428,
860,u09040,m0488,
861,u09049,m0001,
862,u09058,m0269,
863,u09062,m0241,
864,u09064,m0871,
865,u09074,m1094,
866,u09080,m1081,
867,u09083,m0034,
868,u09087,m0700,
869,u09088,m0073,
870,u09090,m0009,
871,u09095,m0672,
872,u09109,m1059,
873,u09116,m0490,
874,u09119,m0752,
875,u09128,m0719,
876,u09135,m0327,
877,u09137,m0360,
878,u09146,m0335,
879,u09150,m0709,
880,u09163,m0095,
881,u09167,m0288,
882,u09172,m0571,
883,u09174,m0304,
884,u09185,m0643,
885,u09197,m0377,
886,u09198,m1069,
887,u09209,m0434,
888,u09224,m0641,
889,u09244,m0282,
890,u09258,m0001,
891,u09266,m0488,
892,u09269,m0808,
893,u09286,m0953,
894,u09294,m0179,
895,u09295,m0539,
896,u09299,m0572,
897,u09300,m0226,
898,u09301,m0499,
899,u09311,m0081,
900,u09313,m0734,
901,u09316,m0575,
902,u09336,m0993,
903,u09344,m0236,
904,u09348,m1101,
905,u09359,m0187,
906,u09360,m0513,
907,u09363,m0578,
908,u09377,m0495,
909,u09385,m0944,
910,u09391,m0322,
911,u09407,m1105,
912,u09416,m0217,
913,u09419,m0542,
914,u09421,m0984,
915,u09428,m0429,
916,u09437,m0979,
917,u09440,m0499,
918,u09442,m0573,
919,u09446,m0158,
920,u09456,m0829,
921,u09461,m0249,
922,u09482,m0431,
923,u09484,m0121,
924,u09493,m0350,
925,u09506,m0996,
926,u09508,m0031,
927,u09521,m1034,
928,u09523,m0423,
929,u09527,m0143,
930,u09534,m0077,
931,u09543,m0532,
932,u09547,m0579,
933,u09551,m0063,
934,u09552,m1105,
935,u09570,m0386,
936,u09574,m0027,
937,u09576,m1084,
938,u09579,m0940,
939,u09601,m0119,
940,u09602,m0388,
941,u09603,m0026,
942,u09616,m1056,
943,u09620,m0803,
944,u09633,m0489,
945,u09634,m0859,
946,u09651,m1013,
947,u09656,m0709,
948,u09679,m1012,
949,u09682,m0031,
950,u09688,m0596,
951,u09699,m0125,
952,u09703,m1000,
953,u09713,m0560,
954,u09742,m0347,
955,u09752,m0712,
956,u09754,m0375,
957,u09774,m1009,
958,u09786,m1089,
959,u09788,m0364,
960,u09794,m0545,
961,u09801,m1063,
962,u09811,m0439,
963,u09823,m0405,
964,u09833,m0789,
965,u09837,m0421,
966,u09838,m0789,
967,u09853,m0435,
968,u09872,m1105,
969,u09876,m1089,
970,u09890,m0835,
971,u09901,m0117,
972,u09908,m0353,
973,u09926,m0146,
974,u09935,m0411,
975,u09952,m0413,
976,u09959,m0793,
977,u09985,m0657,
978,u10011,m0224,
979,u10026,m0319,
980,u10029,m0026,
981,u10035,m0087,
982,u10059,m0215,
983,u10072,m0460,
984,u10101,m0957,
985,u10105,m0395,
986,u10124,m0157,
987,u10133,m1015,
988,u10148,m0591,
989,u10156,m0396,
990,u10160,m0596,
991,u10166,m0162,
992,u10175,m1028,
993,u10176,m0569,
994,u10205,m0083,
995,u10215,m0551,
996,u10220,m0153,
997,u10223,m0488,
998,u10230,m0931,
999,u10232,m0196,
1000,u10236,m0112,
