,order,user_id,movie_id,recommend
260,261,u02703,m0564,FALSE
261,262,u02706,m1133,TRUE
262,263,u02716,m0569,FALSE
263,264,u02731,m0553,FALSE
264,265,u02768,m0486,FALSE
265,266,u02781,m0112,FALSE
266,267,u02801,m0333,FALSE
267,268,u02802,m0684,FALSE
268,269,u02808,m0690,FALSE
269,270,u02832,m0165,TRUE
270,271,u02846,m0142,TRUE
271,272,u02847,m0742,TRUE
272,273,u02849,m0329,FALSE
273,274,u02853,m1048,TRUE
274,275,u02857,m0944,FALSE
275,276,u02878,m0344,FALSE
276,277,u02903,m0561,FALSE
277,278,u02912,m0652,TRUE
278,279,u02927,m0067,FALSE
279,280,u02934,m0808,TRUE
280,281,u02935,m0517,TRUE
281,282,u02961,m0477,TRUE
282,283,u02965,m1131,TRUE
283,284,u02971,m0787,FALSE
284,285,u02972,m0998,FALSE
285,286,u02977,m1025,FALSE
286,287,u02979,m0662,FALSE
287,288,u02985,m0807,FALSE
288,289,u03031,m0378,TRUE
289,290,u03049,m0390,TRUE
290,291,u03066,m0945,FALSE
291,292,u03071,m1010,FALSE
292,293,u03079,m0972,TRUE
293,294,u03090,m1123,FALSE
294,295,u03101,m0844,FALSE
295,296,u03137,m0054,TRUE
296,297,u03139,m0212,FALSE
297,298,u03153,m0440,FALSE
298,299,u03155,m0544,FALSE
299,300,u03160,m0738,FALSE
300,301,u03180,m0045,FALSE
301,302,u03208,m0182,FALSE
302,303,u03209,m0690,FALSE
303,304,u03215,m0054,TRUE
304,305,u03227,m0976,TRUE
305,306,u03238,m0146,TRUE
306,307,u03249,m0270,TRUE
307,308,u03251,m0899,TRUE
308,309,u03254,m0484,FALSE
309,310,u03273,m0719,TRUE
310,311,u03303,m0168,FALSE
311,312,u03318,m1024,TRUE
312,313,u03324,m0515,FALSE
313,314,u03333,m1077,TRUE
314,315,u03371,m0463,FALSE
315,316,u03388,m0895,FALSE
316,317,u03397,m0268,FALSE
317,318,u03402,m0145,FALSE
318,319,u03404,m0429,TRUE
319,320,u03416,m0471,TRUE
320,321,u03420,m0826,TRUE
321,322,u03421,m1132,FALSE
322,323,u03437,m0409,FALSE
323,324,u03443,m0806,FALSE
324,325,u03453,m0054,TRUE
325,326,u03464,m0726,TRUE
326,327,u03469,m0887,FALSE
327,328,u03471,m0273,FALSE
328,329,u03490,m0486,FALSE
329,330,u03517,m0876,FALSE
330,331,u03523,m0074,FALSE
331,332,u03527,m0921,TRUE
332,333,u03542,m0835,FALSE
333,334,u03556,m0719,TRUE
334,335,u03563,m0440,FALSE
335,336,u03579,m0398,TRUE
336,337,u03588,m0360,FALSE
337,338,u03596,m0207,FALSE
338,339,u03614,m0684,FALSE
339,340,u03639,m0031,FALSE
340,341,u03650,m0120,FALSE
341,342,u03652,m0922,TRUE
342,343,u03681,m0081,FALSE
343,344,u03685,m0559,FALSE
344,345,u03693,m0571,FALSE
345,346,u03700,m0511,FALSE
346,347,u03702,m0799,TRUE
347,348,u03705,m0140,FALSE
348,349,u03709,m0808,TRUE
349,350,u03725,m0972,FALSE
350,351,u03738,m0274,TRUE
351,352,u03749,m1137,FALSE
352,353,u03750,m0425,FALSE
353,354,u03779,m0221,FALSE
354,355,u03781,m0493,FALSE
355,356,u03787,m0784,FALSE
356,357,u03793,m0924,FALSE
357,358,u03815,m0259,TRUE
358,359,u03832,m0377,TRUE
359,360,u03854,m0321,FALSE
360,361,u03857,m0468,TRUE
361,362,u03859,m0726,TRUE
362,363,u03862,m0710,FALSE
363,364,u03867,m0492,FALSE
364,365,u03885,m0124,FALSE
365,366,u03915,m0555,FALSE
366,367,u03921,m0999,TRUE
367,368,u03923,m1107,FALSE
368,369,u03935,m1109,TRUE
369,370,u03963,m0635,FALSE
370,371,u03967,m0565,TRUE
371,372,u03968,m0748,TRUE
372,373,u03973,m0992,FALSE
373,374,u03982,m0718,FALSE
374,375,u03984,m0407,TRUE
375,376,u03991,m0050,FALSE
376,377,u04014,m0331,FALSE
377,378,u04032,m0205,TRUE
378,379,u04040,m1036,FALSE
379,380,u04041,m0551,TRUE
380,381,u04042,m0864,TRUE
381,382,u04070,m0124,FALSE
382,383,u04102,m0393,TRUE
383,384,u04116,m0527,FALSE
384,385,u04120,m0557,FALSE
385,386,u04149,m0053,FALSE
386,387,u04160,m0615,FALSE
387,388,u04167,m0664,TRUE
388,389,u04178,m1085,TRUE
389,390,u04194,m0917,TRUE
390,391,u04213,m0419,FALSE
391,392,u04227,m0809,FALSE
392,393,u04249,m0314,FALSE
393,394,u04258,m0886,FALSE
394,395,u04261,m1034,TRUE
395,396,u04281,m0866,FALSE
396,397,u04286,m0269,FALSE
397,398,u04288,m0769,TRUE
398,399,u04303,m0263,FALSE
399,400,u04308,m0296,FALSE
400,401,u04334,m0729,FALSE
401,402,u04335,m0665,FALSE
402,403,u04343,m0415,FALSE
403,404,u04348,m0487,FALSE
404,405,u04350,m0328,FALSE
405,406,u04351,m0748,TRUE
406,407,u04364,m0771,FALSE
407,408,u04366,m0520,FALSE
408,409,u04368,m0222,FALSE
409,410,u04401,m0373,FALSE
410,411,u04404,m0529,FALSE
411,412,u04409,m0766,FALSE
412,413,u04416,m0780,FALSE
413,414,u04417,m0311,FALSE
414,415,u04424,m0884,FALSE
415,416,u04452,m0195,FALSE
416,417,u04455,m0557,FALSE
417,418,u04458,m0344,FALSE
418,419,u04462,m0914,FALSE
419,420,u04464,m0123,FALSE
420,421,u04478,m0079,FALSE
421,422,u04481,m1013,TRUE
422,423,u04486,m0470,TRUE
423,424,u04487,m0263,FALSE
424,425,u04491,m0088,FALSE
425,426,u04504,m0442,FALSE
426,427,u04517,m0090,FALSE
427,428,u04518,m0125,FALSE
428,429,u04520,m0236,FALSE
429,430,u04561,m0659,FALSE
430,431,u04583,m0082,TRUE
431,432,u04595,m0004,TRUE
432,433,u04607,m1140,FALSE
433,434,u04626,m0547,TRUE
434,435,u04651,m0526,TRUE
435,436,u04663,m0187,TRUE
436,437,u04699,m0271,TRUE
437,438,u04704,m0200,TRUE
438,439,u04708,m0329,FALSE
439,440,u04718,m0160,FALSE
440,441,u04739,m0242,FALSE
441,442,u04741,m0934,TRUE
442,443,u04773,m0409,FALSE
443,444,u04795,m0031,FALSE
444,445,u04803,m0412,FALSE
445,446,u04805,m0566,TRUE
446,447,u04826,m0634,FALSE
447,448,u04860,m0449,TRUE
448,449,u04877,m0169,FALSE
449,450,u04880,m0529,FALSE
450,451,u04887,m0967,TRUE
451,452,u04888,m0451,FALSE
452,453,u04896,m1110,FALSE
453,454,u04897,m0482,FALSE
454,455,u04927,m0652,TRUE
455,456,u04944,m0978,FALSE
456,457,u04962,m0898,TRUE
457,458,u04968,m0350,FALSE
458,459,u04971,m0083,TRUE
459,460,u04983,m0070,FALSE
460,461,u04984,m0415,TRUE
461,462,u04990,m0038,TRUE
462,463,u04992,m1017,FALSE
463,464,u04997,m0266,TRUE
464,465,u05005,m0460,TRUE
465,466,u05006,m0271,TRUE
466,467,u05016,m0848,TRUE
467,468,u05022,m0977,FALSE
468,469,u05038,m0721,FALSE
469,470,u05043,m0756,TRUE
470,471,u05067,m1130,FALSE
471,472,u05072,m0048,FALSE
472,473,u05075,m0920,FALSE
473,474,u05077,m0489,FALSE
474,475,u05083,m0510,FALSE
475,476,u05092,m0877,TRUE
476,477,u05110,m0100,FALSE
477,478,u05119,m0978,FALSE
478,479,u05127,m0391,FALSE
479,480,u05131,m0245,TRUE
480,481,u05134,m0001,FALSE
481,482,u05137,m0124,FALSE
482,483,u05141,m0068,TRUE
483,484,u05146,m0556,FALSE
484,485,u05150,m0030,TRUE
485,486,u05158,m0659,FALSE
486,487,u05161,m0770,FALSE
487,488,u05162,m0915,TRUE
488,489,u05166,m0407,TRUE
489,490,u05170,m0212,FALSE
490,491,u05179,m1092,FALSE
491,492,u05195,m0729,FALSE
492,493,u05201,m0696,TRUE
493,494,u05204,m0061,FALSE
494,495,u05218,m0049,FALSE
495,496,u05220,m0410,TRUE
496,497,u05230,m0091,FALSE
497,498,u05244,m0323,FALSE
498,499,u05248,m0129,FALSE
499,500,u05273,m0790,FALSE
500,501,u05285,m0676,TRUE
501,502,u05324,m0344,FALSE
502,503,u05328,m0453,FALSE
503,504,u05331,m0451,FALSE
504,505,u05349,m0530,TRUE
505,506,u05365,m0059,FALSE
506,507,u05408,m0549,TRUE
507,508,u05426,m0123,FALSE
508,509,u05430,m0079,FALSE
509,510,u05442,m0974,FALSE
510,511,u05449,m0330,TRUE
511,512,u05454,m0830,FALSE
512,513,u05456,m0475,FALSE
513,514,u05459,m0290,FALSE
514,515,u05484,m0910,TRUE
515,516,u05503,m0040,FALSE
516,517,u05507,m0793,FALSE
517,518,u05548,m0820,TRUE
518,519,u05553,m0990,TRUE
519,520,u05559,m1038,FALSE
520,521,u05560,m0952,FALSE
521,522,u05575,m1000,TRUE
522,523,u05592,m1066,FALSE
523,524,u05596,m0787,FALSE
524,525,u05599,m0939,FALSE
525,526,u05609,m0035,FALSE
526,527,u05655,m0644,FALSE
527,528,u05660,m0033,FALSE
528,529,u05663,m0078,FALSE
529,530,u05684,m0940,FALSE
530,531,u05691,m0272,FALSE
531,532,u05692,m0482,FALSE
532,533,u05704,m0024,FALSE
533,534,u05725,m0055,FALSE
534,535,u05739,m0330,TRUE
535,536,u05744,m0352,FALSE
536,537,u05767,m0709,TRUE
537,538,u05769,m0024,FALSE
538,539,u05776,m0286,FALSE
539,540,u05777,m0030,TRUE
540,541,u05778,m0069,FALSE
541,542,u05815,m0346,FALSE
542,543,u05818,m0425,FALSE
543,544,u05823,m0670,FALSE
544,545,u05827,m0534,FALSE
545,546,u05838,m0378,TRUE
546,547,u05839,m0388,TRUE
547,548,u05841,m0999,TRUE
548,549,u05847,m0149,FALSE
549,550,u05852,m0033,FALSE
550,551,u05861,m0168,TRUE
551,552,u05864,m0566,TRUE
552,553,u05872,m0936,TRUE
553,554,u05873,m0688,FALSE
554,555,u05885,m0846,FALSE
555,556,u05891,m0963,FALSE
556,557,u05901,m0225,FALSE
557,558,u05919,m0073,FALSE
558,559,u05925,m0297,FALSE
559,560,u05949,m0250,FALSE
560,561,u05965,m0955,FALSE
561,562,u05972,m0527,FALSE
562,563,u05988,m0408,TRUE
563,564,u06005,m0748,TRUE
564,565,u06022,m0554,TRUE
565,566,u06036,m1092,FALSE
566,567,u06039,m0722,TRUE
567,568,u06040,m0490,FALSE
568,569,u06045,m0068,TRUE
569,570,u06054,m1051,FALSE
570,571,u06057,m0890,FALSE
571,572,u06061,m1051,FALSE
572,573,u06079,m0330,TRUE
573,574,u06087,m0067,FALSE
574,575,u06094,m0579,FALSE
575,576,u06103,m0004,TRUE
576,577,u06107,m0945,FALSE
577,578,u06110,m0215,TRUE
578,579,u06111,m1047,FALSE
579,580,u06126,m0572,FALSE
580,581,u06139,m0465,FALSE
581,582,u06142,m1050,FALSE
582,583,u06162,m0629,TRUE
583,584,u06169,m1064,FALSE
584,585,u06175,m0804,TRUE
585,586,u06182,m0208,FALSE
586,587,u06191,m0703,TRUE
587,588,u06194,m0303,FALSE
588,589,u06213,m0020,TRUE
589,590,u06244,m0345,TRUE
590,591,u06252,m0905,TRUE
591,592,u06273,m0134,FALSE
592,593,u06283,m0356,FALSE
593,594,u06296,m0015,TRUE
594,595,u06306,m0228,FALSE
595,596,u06308,m0884,FALSE
596,597,u06313,m0421,FALSE
597,598,u06320,m0307,TRUE
598,599,u06336,m0890,FALSE
599,600,u06338,m1096,TRUE
600,601,u06355,m0947,FALSE
601,602,u06378,m0616,FALSE
602,603,u06381,m0429,TRUE
603,604,u06390,m0333,FALSE
604,605,u06421,m0628,FALSE
605,606,u06445,m1090,FALSE
606,607,u06468,m0349,FALSE
607,608,u06469,m0457,FALSE
608,609,u06472,m1022,FALSE
609,610,u06476,m0464,FALSE
610,611,u06480,m0498,FALSE
611,612,u06483,m0921,TRUE
612,613,u06485,m0576,TRUE
613,614,u06499,m0603,TRUE
614,615,u06501,m0553,FALSE
615,616,u06505,m1038,FALSE
616,617,u06518,m0305,FALSE
617,618,u06524,m0780,FALSE
618,619,u06563,m1088,FALSE
619,620,u06589,m0358,FALSE
620,621,u06616,m0976,TRUE
621,622,u06618,m0369,FALSE
622,623,u06629,m0346,FALSE
623,624,u06630,m0713,TRUE
624,625,u06633,m0347,FALSE
625,626,u06666,m0348,TRUE
626,627,u06685,m0440,FALSE
627,628,u06691,m0051,FALSE
628,629,u06696,m1136,TRUE
629,630,u06697,m0840,FALSE
630,631,u06705,m0305,FALSE
631,632,u06708,m0600,FALSE
632,633,u06739,m0490,FALSE
633,634,u06743,m0887,FALSE
634,635,u06746,m0087,FALSE
635,636,u06751,m0045,FALSE
636,637,u06762,m0840,FALSE
637,638,u06773,m0145,FALSE
638,639,u06802,m0073,FALSE
639,640,u06812,m0464,FALSE
640,641,u06833,m0294,FALSE
641,642,u06900,m0527,FALSE
642,643,u06902,m0397,FALSE
643,644,u06927,m0264,TRUE
644,645,u06928,m0431,TRUE
645,646,u06934,m0125,FALSE
646,647,u06959,m0731,FALSE
647,648,u06961,m0801,FALSE
648,649,u07002,m0847,FALSE
649,650,u07013,m0598,FALSE
650,651,u07015,m0029,FALSE
651,652,u07020,m0975,FALSE
652,653,u07025,m0035,FALSE
653,654,u07029,m0269,FALSE
654,655,u07033,m0155,FALSE
655,656,u07035,m0683,FALSE
656,657,u07062,m0662,FALSE
657,658,u07067,m0073,FALSE
658,659,u07068,m0589,TRUE
659,660,u07074,m0076,FALSE
660,661,u07075,m0381,FALSE
661,662,u07077,m0334,TRUE
662,663,u07085,m0359,FALSE
663,664,u07091,m0447,FALSE
664,665,u07095,m0457,FALSE
665,666,u07126,m1057,FALSE
666,667,u07128,m0712,TRUE
667,668,u07130,m0750,FALSE
668,669,u07135,m0068,TRUE
669,670,u07158,m0840,FALSE
670,671,u07162,m1025,FALSE
671,672,u07169,m0707,TRUE
672,673,u07187,m0863,FALSE
673,674,u07228,m0305,FALSE
674,675,u07229,m0539,FALSE
675,676,u07230,m0355,FALSE
676,677,u07232,m0705,FALSE
677,678,u07239,m0009,FALSE
678,679,u07259,m0930,FALSE
679,680,u07263,m0078,FALSE
680,681,u07282,m0198,FALSE
681,682,u07287,m0963,FALSE
682,683,u07296,m0026,FALSE
683,684,u07300,m0457,FALSE
684,685,u07342,m0571,FALSE
685,686,u07343,m0308,FALSE
686,687,u07358,m0846,FALSE
687,688,u07371,m0609,FALSE
688,689,u07379,m0508,TRUE
689,690,u07392,m0961,TRUE
690,691,u07393,m0551,TRUE
691,692,u07403,m0243,TRUE
692,693,u07411,m1126,TRUE
693,694,u07414,m0990,TRUE
694,695,u07435,m1103,TRUE
695,696,u07451,m0419,FALSE
696,697,u07454,m0803,TRUE
697,698,u07471,m0586,FALSE
698,699,u07473,m0681,TRUE
699,700,u07476,m0182,FALSE
700,701,u07478,m0750,TRUE
701,702,u07486,m0616,FALSE
702,703,u07488,m1039,FALSE
703,704,u07522,m0967,TRUE
704,705,u07534,m0197,FALSE
705,706,u07536,m0365,FALSE
706,707,u07548,m0125,FALSE
707,708,u07552,m0409,TRUE
708,709,u07553,m0279,TRUE
709,710,u07579,m0087,FALSE
710,711,u07603,m0348,TRUE
711,712,u07607,m1042,FALSE
712,713,u07613,m0395,FALSE
713,714,u07618,m0153,TRUE
714,715,u07619,m0643,TRUE
715,716,u07620,m0584,FALSE
716,717,u07634,m0734,FALSE
717,718,u07637,m0394,FALSE
718,719,u07652,m0633,FALSE
719,720,u07668,m0773,FALSE
720,721,u07674,m0215,TRUE
721,722,u07688,m0120,FALSE
722,723,u07709,m0100,FALSE
723,724,u07711,m0261,TRUE
724,725,u07722,m0983,FALSE
725,726,u07736,m0501,FALSE
726,727,u07755,m1008,FALSE
727,728,u07788,m0617,FALSE
728,729,u07819,m0423,FALSE
729,730,u07820,m1010,TRUE
730,731,u07826,m1064,FALSE
731,732,u07827,m0390,TRUE
732,733,u07845,m0301,FALSE
733,734,u07846,m0294,FALSE
734,735,u07869,m1113,FALSE
735,736,u07873,m0077,FALSE
736,737,u07878,m1096,TRUE
737,738,u07884,m0528,TRUE
738,739,u07902,m0145,FALSE
739,740,u07903,m0464,FALSE
740,741,u07911,m0997,FALSE
741,742,u07912,m0119,FALSE
742,743,u07915,m0629,TRUE
743,744,u07916,m0810,FALSE
744,745,u07920,m0866,FALSE
745,746,u07934,m0367,FALSE
746,747,u07941,m0614,TRUE
747,748,u07947,m0517,TRUE
748,749,u07957,m0748,TRUE
749,750,u07969,m0962,TRUE
750,751,u07975,m1112,FALSE
751,752,u07982,m0615,FALSE
752,753,u08002,m0828,TRUE
753,754,u08003,m0431,FALSE
754,755,u08004,m0472,FALSE
755,756,u08012,m0546,FALSE
756,757,u08016,m0423,FALSE
757,758,u08028,m0417,FALSE
758,759,u08036,m0243,TRUE
759,760,u08057,m0534,FALSE
760,761,u08059,m0317,TRUE
761,762,u08064,m0261,TRUE
762,763,u08071,m0516,FALSE
763,764,u08076,m0261,TRUE
764,765,u08077,m0330,FALSE
765,766,u08096,m1107,FALSE
766,767,u08098,m0265,TRUE
767,768,u08119,m0963,FALSE
768,769,u08131,m1047,FALSE
769,770,u08141,m0485,FALSE
770,771,u08143,m0810,FALSE
771,772,u08161,m0384,FALSE
772,773,u08170,m0314,FALSE
773,774,u08174,m0217,FALSE
774,775,u08185,m0025,FALSE
775,776,u08208,m0611,FALSE
776,777,u08218,m0195,FALSE
777,778,u08227,m0362,FALSE
778,779,u08233,m0780,FALSE
779,780,u08237,m0061,FALSE
780,781,u08238,m0156,FALSE
781,782,u08245,m0124,FALSE
782,783,u08252,m0050,FALSE
783,784,u08254,m0303,FALSE
784,785,u08265,m0628,FALSE
785,786,u08268,m0601,TRUE
786,787,u08288,m0164,FALSE
787,788,u08290,m0297,FALSE
788,789,u08299,m0434,FALSE
789,790,u08305,m0070,FALSE
790,791,u08310,m0333,FALSE
791,792,u08328,m0780,FALSE
792,793,u08336,m1057,FALSE
793,794,u08361,m0352,FALSE
794,795,u08364,m0963,FALSE
795,796,u08386,m0573,FALSE
796,797,u08396,m0334,FALSE
797,798,u08404,m0155,FALSE
798,799,u08423,m0314,FALSE
799,800,u08432,m0464,FALSE
800,801,u08442,m0258,FALSE
801,802,u08445,m0228,FALSE
802,803,u08467,m0322,TRUE
803,804,u08472,m0326,FALSE
804,805,u08475,m0358,FALSE
805,806,u08500,m1048,TRUE
806,807,u08514,m0374,TRUE
807,808,u08516,m1076,FALSE
808,809,u08526,m0210,FALSE
809,810,u08528,m0464,FALSE
810,811,u08535,m0638,FALSE
811,812,u08540,m0215,TRUE
812,813,u08573,m0665,FALSE
813,814,u08587,m0659,FALSE
814,815,u08610,m0083,TRUE
815,816,u08612,m0799,TRUE
816,817,u08616,m1009,TRUE
817,818,u08618,m0686,FALSE
818,819,u08622,m1099,FALSE
819,820,u08642,m0713,TRUE
820,821,u08648,m0431,TRUE
